"full_name","neo","diameter","albedo","epoch","e","a","i","om","w","ma","ad","n","tp","per","pha"
"481457 (2006 XD2)",Y,,,2460600.5,0.4251,1.267,3.56,65.59,109.53,136.97,1.81,0.6914,2460402.40,521,Y
"481482 (2007 CA19)",Y,,,2460600.5,0.8215,2.808,9.60,169.92,102.60,256.19,5.12,0.2094,2461096.14,1.72e+03,Y
"481532 (2007 LE)",Y,,,2460600.5,0.5157,1.839,29.55,73.62,120.28,4.16,2.79,0.3954,2460589.98,911,Y
"482344 (2011 WL15)",Y,,,2460600.5,0.2819,1.352,18.39,72.91,170.72,234.60,1.73,0.627,2460800.52,574,Y
"482467 (2012 LK9)",Y,,,2460600.5,0.6197,2.512,10.14,61.84,314.59,350.14,4.07,0.2476,2460640.32,1.45e+03,Y
"482488 (2012 SW20)",Y,,,2460600.5,0.6785,2.462,10.16,209.59,62.39,63.97,4.13,0.2552,2460349.83,1.41e+03,Y
"482650 (2013 BK18)",Y,,,2460600.5,0.4947,1.626,28.88,137.69,64.68,217.81,2.43,0.4751,2460899.75,758,Y
"482766 (2013 GF69)",Y,,,2460600.5,0.4976,1.967,10.01,174.89,153.19,357.04,2.95,0.3574,2460608.77,1.01e+03,Y
"482798 (2013 QK48)",Y,,,2460600.5,0.8298,1.586,18.97,141.41,47.18,269.75,2.90,0.4936,2460783.32,729,Y
"483422 (2000 CE59)",Y,,,2460600.5,0.1668,1.138,12.26,318.62,307.53,16.23,1.33,0.8123,2460580.52,443,Y
"483423 (2000 DO1)",Y,,,2460600.5,0.6818,1.43,3.46,335.78,302.82,110.43,2.41,0.5764,2460408.90,625,Y
"483432 (2001 DF47)",Y,,,2460600.5,0.3708,1.215,18.47,146.62,260.28,293.85,1.67,0.7358,2460690.40,489,Y
"483508 (2003 CR1)",Y,0.202,0.433,2460600.5,0.4628,1.453,12.72,310.93,101.97,179.82,2.12,0.563,2460281.09,639,Y
"483560 (2004 BV1)",Y,,,2460600.5,0.3673,1.463,12.16,96.74,223.28,16.85,2.00,0.557,2460570.24,646,Y
"483989 (2006 CY10)",Y,,,2460600.5,0.4841,1.96,6.77,32.50,167.39,274.89,2.91,0.3591,2460837.50,1e+03,Y
"484402 (2007 XH16)",Y,0.452,0.125,2460600.5,0.2348,1.187,27.43,91.27,58.32,323.00,1.47,0.7621,2460649.04,472,Y
"484506 (2008 ER7)",Y,,,2460600.5,0.6241,1.486,2.24,323.41,81.04,117.92,2.41,0.5438,2460383.66,662,Y
"484976 (2009 UN3)",Y,,,2460600.5,0.5756,2.328,37.43,141.96,338.75,54.94,3.67,0.2776,2460402.55,1.3e+03,Y
"485652 (2011 WO41)",Y,,,2460600.5,0.7292,3.024,20.14,111.08,126.39,150.80,5.23,0.1875,2459796.00,1.92e+03,Y
"488453 (1994 XD)",Y,,,2460600.5,0.7337,2.344,4.33,96.02,249.55,122.74,4.06,0.2747,2460153.65,1.31e+03,Y
"488490 (2000 AF205)",Y,,,2460600.5,0.2770,1.035,2.41,219.90,127.51,292.48,1.32,0.9363,2460672.61,384,Y
"488515 (2001 FE90)",Y,,,2460600.5,0.4952,1.935,8.81,98.38,145.42,256.64,2.89,0.3662,2460882.75,983,Y
"488789 (2004 XK50)",Y,1.039,0.038,2460600.5,0.6886,1.451,38.23,94.05,104.02,88.88,2.45,0.5638,2460442.87,638,Y
"489486 (2007 GS3)",Y,,,2460600.5,0.1291,1.061,15.09,215.39,61.07,306.17,1.20,0.9016,2460660.20,399,Y
"490354 (2009 FF19)",Y,,,2460600.5,0.4092,1.213,0.56,84.88,244.81,127.29,1.71,0.7379,2460428.01,488,Y
"494658 (2000 UG11)",Y,,,2460600.5,0.5718,1.929,8.91,223.91,240.87,322.34,3.03,0.3679,2460702.86,979,Y
"494690 (2004 JQ1)",Y,,,2460600.5,0.4500,1.193,32.83,77.05,272.66,168.24,1.73,0.756,2460377.96,476,Y
"494697 (2004 SW55)",Y,,,2460600.5,0.3340,1.428,8.79,75.12,352.85,241.22,1.90,0.5778,2460806.07,623,Y
"494975 (2009 WO106)",Y,,,2460600.5,0.3853,1.374,17.35,281.69,134.68,105.64,1.90,0.6119,2460427.85,588,Y
"495187 (2012 VO76)",Y,,,2460600.5,0.2150,1.204,36.95,229.47,297.36,272.72,1.46,0.7457,2460717.54,483,Y
"496005 (2007 XJ16)",Y,,,2460600.5,0.5563,2.258,6.23,309.06,32.99,32.92,3.51,0.2904,2460487.17,1.24e+03,Y
"496013 (2008 EL6)",Y,,,2460600.5,0.4810,1.728,13.14,177.66,38.41,93.80,2.56,0.4339,2460384.31,830,Y
"496816 (1989 UP)",Y,0.3,,2460600.5,0.4722,1.862,3.85,53.16,17.82,256.52,2.74,0.388,2460867.17,928,Y
"496817 (1989 VB)",Y,0.4,,2460600.5,0.4601,1.862,2.18,37.85,330.92,278.40,2.72,0.388,2460810.83,928,Y
"496860 (1999 XL136)",Y,,,2460600.5,0.6465,1.819,8.91,269.97,275.47,28.38,3.00,0.4017,2460529.85,896,Y
"496901 (2001 HB)",Y,,,2460600.5,0.6940,1.314,9.28,195.82,238.00,260.14,2.23,0.6544,2460753.09,550,Y
"497117 (2004 FU4)",Y,,,2460600.5,0.2639,1.26,23.25,31.56,46.31,296.47,1.59,0.6967,2460691.68,517,Y
"499582 (2010 TH19)",Y,0.461,0.044,2460600.5,0.3101,1.464,6.83,254.20,201.50,277.30,1.92,0.5562,2460749.18,647,Y
"500080 (2011 WV134)",Y,,,2460600.5,0.6753,2.795,6.02,157.64,25.90,250.63,4.68,0.2109,2461119.05,1.71e+03,Y
"503861 (1998 WZ1)",Y,,,2460600.5,0.5566,2.163,4.31,344.84,137.37,35.72,3.37,0.3098,2460485.18,1.16e+03,Y
"503941 (2003 UV11)",Y,0.260,0.376,2460600.5,0.7626,1.453,5.93,31.78,124.95,324.10,2.56,0.5625,2460664.33,640,Y
"504034 (2005 UJ159)",Y,,,2460600.5,0.8317,3.343,35.61,80.25,95.79,26.44,6.12,0.1613,2460436.53,2.23e+03,Y
"504256 (2006 VD13)",Y,,,2460600.5,0.4837,1.948,11.71,313.94,162.89,185.93,2.89,0.3625,2461080.70,993,Y
"504680 (2009 EO2)",Y,,,2460600.5,0.4807,1.712,11.48,264.63,220.60,2.81,2.53,0.4401,2460594.11,818,Y
"504800 (2010 CO1)",Y,0.380,0.032,2460600.5,0.2179,1.013,24.02,351.56,252.71,78.84,1.23,0.9671,2460518.98,372,Y
"505178 (2012 TV78)",Y,,,2460600.5,0.5488,1.816,7.47,251.75,244.94,268.57,2.81,0.4028,2460827.48,894,Y
"505657 (2014 SR339)",Y,0.971,0.068,2460600.5,0.3038,1.299,29.79,138.74,299.64,217.16,1.69,0.6654,2460815.18,541,Y
"506074 Svarog (2015 UM67)",Y,0.665,0.110,2460600.5,0.6874,1.558,6.01,150.02,132.27,247.70,2.63,0.5069,2460822.02,710,Y
"506491 (2003 UW29)",Y,,,2460600.5,0.8386,1.17,3.76,196.48,55.27,255.96,2.15,0.7792,2460734.02,462,Y
"506732 (2006 VW2)",Y,,,2460600.5,0.2944,1.236,10.05,229.77,299.68,290.05,1.60,0.7173,2460698.02,502,Y
"506859 (2007 VW137)",Y,,,2460600.5,0.7348,2.236,5.83,297.40,247.48,351.64,3.88,0.2947,2460628.88,1.22e+03,Y
"507716 (2013 UP8)",Y,,,2460600.5,0.6191,2.535,47.83,55.16,187.36,318.58,4.10,0.2442,2460770.11,1.47e+03,Y
"508774 (1999 JE1)",Y,,,2460600.5,0.7017,1.323,20.91,53.06,302.74,214.12,2.25,0.6475,2460825.80,556,Y
"508967 (2004 VC17)",Y,,,2460600.5,0.8109,1.895,20.40,229.17,65.16,247.56,3.43,0.3778,2460898.12,953,Y
"509191 (2006 OC5)",Y,,,2460600.5,0.6521,2.402,4.74,149.09,245.80,305.36,3.97,0.2648,2460806.82,1.36e+03,Y
"509456 (2007 LF)",Y,,,2460600.5,0.4198,1.682,6.99,239.39,333.92,359.45,2.39,0.4516,2460601.71,797,Y
"509821 (2008 WQ63)",Y,,,2460600.5,0.6071,1.734,0.92,317.08,229.02,308.58,2.79,0.4316,2460719.63,834,Y
"509935 (2009 QL8)",Y,,,2460600.5,0.5409,1.931,4.24,84.47,339.66,202.68,2.98,0.3672,2461028.86,980,Y
"510055 (2010 FH81)",Y,0.200,0.094,2460600.5,0.2105,1.226,16.80,84.60,158.31,223.80,1.48,0.7264,2460788.00,496,Y
"510529 (2012 EY11)",Y,,,2460600.5,0.1508,1.148,9.02,167.58,238.88,185.06,1.32,0.8009,2460818.94,450,Y
"511008 (2013 PX6)",Y,1.647,0.028,2460600.5,0.6515,2.597,13.66,187.37,229.70,225.56,4.29,0.2355,2461171.40,1.53e+03,Y
"511684 (2015 BN509)",Y,0.315,0.093,2460600.5,0.5685,1.007,4.15,120.08,143.20,166.20,1.58,0.9756,2460430.15,369,Y
"513126 (1998 QP)",Y,,,2460600.5,0.5826,1.786,9.35,326.43,78.46,325.88,2.83,0.4131,2460683.10,872,Y
"513312 (2007 DM41)",Y,,,2460600.5,0.5278,1.181,2.26,1.70,274.49,211.78,1.80,0.7676,2460793.60,469,Y
"513489 (2009 EV)",Y,,,2460600.5,0.5235,1.728,17.00,138.55,250.28,25.45,2.63,0.4337,2460541.83,830,Y
"514150 (2015 KJ57)",Y,,,2460600.5,0.4039,1.559,2.63,14.40,336.45,239.72,2.19,0.5064,2460838.05,711,Y
"514568 (1994 RC)",Y,,,2460600.5,0.6036,2.264,4.76,344.25,286.54,313.52,3.63,0.2894,2460761.12,1.24e+03,Y
"514596 (2003 FG)",Y,,,2460600.5,0.7150,1.241,15.66,6.98,312.92,166.36,2.13,0.7125,2460367.02,505,Y
"515767 (2015 JA2)",Y,,,2460600.5,0.3491,1.034,16.42,126.60,246.26,233.79,1.39,0.9376,2460735.11,384,Y
"516154 (2016 CL32)",Y,,,2460600.5,0.4601,1.543,12.21,123.49,292.95,214.31,2.25,0.5141,2460883.91,700,Y
"516155 (2016 DP)",Y,,,2460600.5,0.4771,1.023,13.33,54.36,254.01,32.94,1.51,0.9531,2460565.94,378,Y
"517103 (2013 EM20)",Y,,,2460600.5,0.3179,1.371,8.36,73.88,350.16,157.18,1.81,0.6138,2460344.41,587,Y
"517681 (2015 DE198)",Y,,,2460600.5,0.5832,2.063,12.26,33.23,218.11,50.47,3.27,0.3327,2460448.78,1.08e+03,Y
"518640 (2008 KZ5)",Y,,,2460600.5,0.4545,1.844,8.36,142.55,194.42,160.69,2.68,0.3937,2460192.37,914,Y
"518678 (2008 UZ94)",Y,,,2460600.5,0.5725,2.191,30.25,248.22,159.72,322.94,3.45,0.3039,2460722.47,1.18e+03,Y
"518810 (2010 CF19)",Y,0.083,0.448,2460600.5,0.2700,1.193,7.18,154.71,265.31,142.87,1.52,0.7563,2460411.58,476,Y
"518847 (2010 DM)",Y,,,2460600.5,0.8399,2.081,5.00,140.75,221.04,8.79,3.83,0.3284,2460573.75,1.1e+03,Y
"523589 (2001 HA4)",Y,1.851,0.047,2460600.5,0.7934,2.69,17.18,354.01,95.66,134.96,4.82,0.2234,2459996.31,1.61e+03,Y
"523598 (2003 ED50)",Y,,,2460600.5,0.5470,1.416,33.72,173.48,94.01,258.77,2.19,0.5848,2460773.62,616,Y
"523606 (2005 CJ)",Y,,,2460600.5,0.5256,1.75,1.08,357.82,81.99,203.33,2.67,0.4259,2460968.36,845,Y
"523609 (2005 PJ2)",Y,,,2460600.5,0.6594,1.198,17.42,326.43,128.89,169.53,1.99,0.7515,2460374.91,479,Y
"523623 (2008 CB22)",Y,,,2460600.5,0.6533,2.365,7.27,51.17,33.42,227.64,3.91,0.271,2461089.00,1.33e+03,Y
"523630 (2009 OG)",Y,,,2460600.5,0.8586,2.706,48.39,309.33,114.20,137.74,5.03,0.2214,2459978.51,1.63e+03,Y
"523650 (2011 GQ61)",Y,,,2460600.5,0.4121,1.59,65.16,333.51,155.09,279.23,2.25,0.4915,2460764.82,732,Y
"523654 (2011 SR5)",Y,,,2460600.5,0.7057,1.178,29.13,180.10,305.55,36.93,2.01,0.7707,2460552.58,467,Y
"523656 (2011 WO4)",Y,,,2460600.5,0.4977,1.738,60.94,225.18,235.99,206.67,2.60,0.4303,2460956.82,837,Y
"523662 (2012 MU2)",Y,,,2460600.5,0.5138,2.055,11.22,250.30,16.60,64.04,3.11,0.3345,2460409.06,1.08e+03,Y
"523685 (2014 DN112)",Y,,,2460600.5,0.4939,1.848,4.30,260.18,145.91,143.77,2.76,0.3922,2460233.93,918,Y
"523732 (2014 PG51)",Y,,,2460600.5,0.4528,1.206,3.79,275.74,294.16,311.74,1.75,0.7444,2460665.33,484,Y
"523775 (2014 YB35)",Y,0.279,0.569,2460600.5,0.4833,1.877,12.64,3.72,188.64,256.67,2.78,0.3833,2460870.08,939,Y
"523788 (2015 FP118)",Y,,,2460600.5,0.5497,2.121,2.68,201.34,108.16,1.51,3.29,0.3191,2460595.77,1.13e+03,Y
"523804 (2000 YF29)",Y,,,2460600.5,0.3713,1.492,6.30,124.74,28.10,355.90,2.05,0.5407,2460608.07,666,Y
"523813 (2008 VB1)",Y,,,2460600.5,0.2751,1.278,10.32,50.35,136.98,264.03,1.63,0.6821,2460741.19,528,Y
"523814 (2008 WN2)",Y,,,2460600.5,0.3118,1.418,3.75,227.09,283.40,95.98,1.86,0.5837,2460436.08,617,Y
"523816 (2009 ST103)",Y,0.851,0.141,2460600.5,0.7184,2.701,15.74,226.45,234.66,126.30,4.64,0.2221,2460031.80,1.62e+03,Y
"523820 (2011 GN44)",Y,,,2460600.5,0.5976,2.245,55.01,16.93,319.39,307.31,3.59,0.293,2460780.32,1.23e+03,Y
"523934 (1998 FF14)",Y,,,2460600.5,0.3123,1.253,38.69,359.83,301.12,251.74,1.64,0.7025,2460754.62,512,Y
"524475 (2002 KJ4)",Y,,,2460600.5,0.5570,2.271,27.92,75.52,155.48,207.24,3.54,0.288,2461130.85,1.25e+03,Y
"524594 (2003 NW1)",Y,,,2460600.5,0.6432,2.424,6.16,265.02,118.89,207.85,3.98,0.2611,2461183.14,1.38e+03,Y
"525229 (2004 UU1)",Y,,,2460600.5,0.2732,1.226,29.97,217.76,113.63,295.27,1.56,0.726,2460689.65,496,Y
"525231 (2004 VB)",Y,,,2460600.5,0.4090,1.459,10.86,52.35,71.61,77.99,2.06,0.5594,2460461.09,644,Y
"525356 (2005 BG14)",Y,,,2460600.5,0.7275,1.993,21.68,94.91,281.04,24.82,3.44,0.3503,2460529.65,1.03e+03,Y
"525484 (2005 GL)",Y,,,2460600.5,0.3063,1.056,15.90,43.61,265.35,278.68,1.38,0.9079,2460690.06,397,Y
"526670 (2006 UL217)",Y,,,2460600.5,0.3486,1.43,9.92,45.18,310.12,201.09,1.93,0.5763,2460876.26,625,Y
"526878 (2007 FE)",Y,,,2460600.5,0.4570,1.794,7.00,122.62,135.21,90.40,2.61,0.4103,2460380.15,877,Y
"527715 (2007 YQ56)",Y,,,2460600.5,0.2881,1.141,26.45,276.00,273.09,213.19,1.47,0.8087,2460782.04,445,Y
"528804 (2009 BJ58)",Y,,,2460600.5,0.7127,1.849,13.02,131.14,85.94,61.52,3.17,0.3919,2460443.52,919,Y
"529366 (2009 WM1)",Y,,,2460600.5,0.1689,1.181,25.77,240.25,162.64,241.67,1.38,0.7684,2460754.49,468,Y
"529668 (2010 JL33)",Y,1.778,0.047,2460600.5,0.7350,2.677,5.38,52.45,309.89,70.72,4.65,0.225,2460286.12,1.6e+03,Y
"529951 (2010 UD)",Y,,,2460600.5,0.2640,1.098,26.29,23.74,262.26,130.20,1.39,0.8569,2460448.55,420,Y
"530085 (2010 XC11)",Y,,,2460600.5,0.8492,2.519,9.12,94.09,121.47,139.28,4.66,0.2466,2460035.67,1.46e+03,Y
"530520 (2011 LT17)",Y,,,2460600.5,0.2874,1.1,20.90,83.45,270.62,146.20,1.42,0.8546,2460429.43,421,Y
"530974 (2012 BN11)",Y,,,2460600.5,0.3950,1.457,4.36,153.71,69.77,39.68,2.03,0.5602,2460529.66,643,Y
"531277 (2012 MM11)",Y,,,2460600.5,0.6479,2.113,3.18,245.42,124.24,341.40,3.48,0.3208,2460658.48,1.12e+03,Y
"531914 (2013 BW76)",Y,,,2460600.5,0.5337,2.058,40.36,58.22,0.56,350.41,3.16,0.3338,2460629.24,1.08e+03,Y
"533372 (2014 GG17)",Y,,,2460600.5,0.3525,1.367,39.15,195.28,239.58,297.85,1.85,0.6168,2460701.26,584,Y
"533671 (2014 LJ21)",Y,,,2460600.5,0.8956,2.889,24.28,126.58,302.90,51.35,5.48,0.2007,2460344.65,1.79e+03,Y
"533722 (2014 NE52)",Y,0.701,0.249,2460600.5,0.6585,2.385,3.86,54.52,337.61,256.99,3.96,0.2675,2460985.56,1.35e+03,Y
"535844 (2015 BY310)",Y,,,2460600.5,0.4008,1.587,4.79,328.41,229.53,277.70,2.22,0.493,2460767.43,730,Y
"536531 (2015 DV215)",Y,,,2460600.5,0.4027,1.538,13.20,13.92,41.37,73.05,2.16,0.5166,2460459.09,697,Y
"538212 (2016 CA136)",Y,0.654,0.079,2460600.5,0.7812,2.032,1.26,239.74,125.01,18.73,3.62,0.3404,2460545.48,1.06e+03,Y
"539063 (2016 MK1)",Y,,,2460600.5,0.7160,1.5,10.78,178.30,240.70,94.81,2.57,0.5362,2460423.70,671,Y
"549948 (2011 WL2)",Y,,,2460600.5,0.2834,1.078,14.13,212.91,88.85,275.83,1.38,0.8811,2460696.03,409,Y
"551685 (2013 HT15)",Y,,,2460600.5,0.4229,1.101,2.92,23.28,315.92,265.36,1.57,0.8529,2460711.45,422,Y
"585310 (2017 YZ1)",Y,,,2460600.5,0.3351,1.328,20.87,277.70,298.49,99.80,1.77,0.6442,2460445.57,559,Y
"605070 (2016 BT39)",Y,,,2460600.5,0.5382,1.968,8.96,174.97,203.19,80.29,3.03,0.3569,2460375.56,1.01e+03,Y
"612012 (1983 LC)",Y,,,2460600.5,0.7146,2.603,1.56,159.69,184.90,270.70,4.46,0.2346,2460981.08,1.53e+03,Y
"612050 (1997 GL3)",Y,,,2460600.5,0.7844,2.27,6.68,194.34,262.58,23.62,4.05,0.2881,2460518.54,1.25e+03,Y
"612098 (1999 RM45)",Y,,,2460600.5,0.6446,1.684,10.89,162.63,88.91,215.47,2.77,0.451,2460920.93,798,Y
"612143 (2000 BO28)",Y,,,2460600.5,0.6003,1.699,6.34,319.73,303.41,1.98,2.72,0.4451,2460596.05,809,Y
"612227 (2001 QC34)",Y,,,2460600.5,0.1876,1.129,6.24,271.45,215.47,332.57,1.34,0.822,2460633.87,438,Y
"612267 (2001 SG286)",Y,,,2460600.5,0.3474,1.358,7.77,241.11,56.28,236.56,1.83,0.6227,2460798.75,578,Y
"612326 (2002 CD14)",Y,,,2460600.5,0.5793,1.779,2.89,127.60,141.32,149.31,2.81,0.4154,2460241.03,867,Y
"612337 (2002 EY2)",Y,,,2460600.5,0.4866,1.725,21.73,343.39,51.10,67.64,2.56,0.4349,2460444.98,828,Y
"612342 (2002 FC)",Y,,,2460600.5,0.6660,2.822,6.76,50.10,195.23,249.51,4.70,0.2079,2461131.90,1.73e+03,Y
"612348 (2002 GZ8)",Y,,,2460600.5,0.6402,2.821,5.32,309.75,161.48,287.59,4.63,0.2081,2460948.50,1.73e+03,Y
"612358 (2002 JE9)",Y,,,2460600.5,0.4165,1.066,8.77,199.83,255.90,201.66,1.51,0.8955,2460777.31,402,Y
"612509 (2002 UK11)",Y,,,2460600.5,0.5753,1.324,5.37,69.18,84.54,107.30,2.09,0.6472,2460434.72,556,Y
"612522 (2002 VP69)",Y,,,2460600.5,0.5270,2.019,10.12,306.83,189.04,202.97,3.08,0.3435,2461057.70,1.05e+03,Y
"612536 (2003 AA3)",Y,,,2460600.5,0.2893,1.421,13.78,106.38,347.03,311.80,1.83,0.5819,2460683.33,619,Y
"612780 (2004 MD)",Y,,,2460600.5,0.5365,1.917,9.77,85.39,124.28,255.42,2.95,0.3712,2460882.22,970,Y
"612786 (2004 PJ2)",Y,,,2460600.5,0.3421,1.418,2.58,317.10,281.78,23.99,1.90,0.5837,2460559.41,617,Y
"612813 (2004 RF84)",Y,,,2460600.5,0.6038,2.164,23.29,344.52,122.61,71.76,3.47,0.3096,2460368.69,1.16e+03,Y
"612856 (2004 TP1)",Y,,,2460600.5,0.3892,1.291,7.49,30.02,87.86,182.75,1.79,0.6717,2460864.37,536,Y
"612901 (2004 XP14)",Y,,,2460600.5,0.1586,1.052,32.95,281.01,273.74,54.12,1.22,0.9136,2460541.25,394,Y
"612924 (2005 CL)",Y,,,2460600.5,0.7547,1.986,4.45,318.37,298.57,338.02,3.49,0.352,2460662.95,1.02e+03,Y
"612989 (2005 LW39)",Y,,,2460600.5,0.7156,1.988,28.47,251.45,275.19,341.28,3.41,0.3515,2460653.75,1.02e+03,Y
"613450 (2006 PY17)",Y,,,2460600.5,0.6404,1.895,2.85,309.91,133.19,303.70,3.11,0.3777,2460749.56,953,Y
"613714 (2007 DL41)",Y,,,2460600.5,0.4765,1.457,4.67,150.72,140.23,286.02,2.15,0.5603,2460732.53,642,Y
"613986 (2008 JG)",Y,,,2460600.5,0.2959,1.051,7.92,128.74,242.35,324.38,1.36,0.9141,2460639.47,394,Y
"614433 (2009 KK)",Y,,,2460600.5,0.4552,1.502,18.21,68.12,247.34,95.41,2.19,0.5352,2460422.24,673,Y
"614470 Flordeneu (2009 ST19)",Y,,,2460600.5,0.5949,2.361,6.73,0.13,336.93,59.52,3.77,0.2717,2460381.46,1.32e+03,Y
"618350 (2021 PS2)",Y,,,2460600.5,0.4735,1.554,7.92,163.29,79.01,257.34,2.29,0.5088,2460802.26,708,Y
"619106 (2005 SQ)",Y,,,2460600.5,0.5748,1.654,1.20,317.11,294.98,28.92,2.61,0.4633,2460538.07,777,Y
"619920 (2006 KY86)",Y,,,2460600.5,0.6486,2.294,7.47,222.29,321.65,114.32,3.78,0.2837,2460197.56,1.27e+03,Y
"620055 (2003 BK47)",Y,,,2460600.5,0.7062,2.749,20.66,138.78,235.34,318.54,4.69,0.2163,2460792.20,1.66e+03,Y
"620056 (2004 UR1)",Y,,,2460600.5,0.6164,2.175,4.08,250.92,73.45,99.22,3.52,0.3072,2460277.47,1.17e+03,Y
"620063 (2009 DH39)",Y,,,2460600.5,0.6001,1.849,53.69,155.39,68.25,58.35,2.96,0.392,2460451.66,918,Y
"620066 (2010 SC41)",Y,,,2460600.5,0.6068,1.866,0.25,235.53,267.58,142.47,3.00,0.3868,2460232.16,931,Y
"620071 (2011 WN15)",Y,,,2460600.5,0.8580,1.217,33.43,75.55,218.57,249.46,2.26,0.7343,2460751.03,490,Y
"620082 (2014 QL433)",Y,,,2460600.5,0.7170,2.092,4.43,322.63,260.62,158.82,3.59,0.3258,2460113.07,1.1e+03,Y
"620085 (2014 WG365)",Y,,,2460600.5,0.3333,1.296,25.12,71.31,111.13,155.10,1.73,0.6683,2460368.42,539,Y
"620092 (2015 HB10)",Y,,,2460600.5,0.5716,1.853,5.70,6.12,79.69,346.91,2.91,0.3906,2460634.00,922,Y
"620094 (2016 AJ193)",Y,1.374,0.031,2460600.5,0.8163,3.261,22.57,331.16,82.14,185.53,5.92,0.1673,2461643.19,2.15e+03,Y
"620095 (2016 CB194)",Y,,,2460600.5,0.6322,2.512,9.88,48.47,325.74,119.35,4.10,0.2476,2460118.43,1.45e+03,Y
"620096 Curupira (2016 HL)",Y,,,2460600.5,0.6157,1.813,5.15,232.69,252.07,195.15,2.93,0.4038,2461008.76,892,Y
"620099 (2016 OP5)",Y,,,2460600.5,0.4523,1.616,8.24,79.52,291.04,338.29,2.35,0.4799,2460645.74,750,Y
"620100 (2016 WJ1)",Y,,,2460600.5,0.5031,1.34,2.89,81.99,87.77,345.15,2.01,0.6355,2460623.87,566,Y
"620103 (2018 LC3)",Y,,,2460600.5,0.5479,1.346,44.36,111.17,76.26,55.37,2.08,0.6312,2460512.78,570,Y
"620107 (2020 XK7)",Y,,,2460600.5,0.5593,2.012,8.08,197.59,26.95,81.97,3.14,0.3454,2460363.16,1.04e+03,Y
"621890 (2011 PO1)",Y,,,2460600.5,0.6346,2.515,5.74,210.64,166.79,98.78,4.11,0.2471,2460200.76,1.46e+03,Y
"627157 (2008 OX1)",Y,,,2460600.5,0.2776,1.206,29.74,304.82,281.35,138.09,1.54,0.7441,2460414.91,484,Y
"657084 (2016 GT220)",Y,,,2460600.5,0.3799,1.608,23.65,3.09,27.02,244.19,2.22,0.4835,2460840.04,745,Y
"660096 (1998 SL36)",Y,,,2460600.5,0.4181,1.391,19.06,353.08,116.80,253.30,1.97,0.6009,2460778.06,599,Y
"666729 (2010 TV149)",Y,,,2460600.5,0.5188,1.699,9.79,78.58,42.90,76.23,2.58,0.445,2460429.18,809,Y
"667255 (2011 EG17)",Y,,,2460600.5,0.4188,1.38,20.11,170.10,241.55,210.56,1.96,0.6078,2460846.36,592,Y
"668949 (2012 PP28)",Y,,,2460600.5,0.6067,1.989,5.67,254.05,133.68,100.32,3.20,0.3513,2460314.92,1.02e+03,Y
"669051 (2012 SD22)",Y,,,2460600.5,0.5727,1.964,7.91,140.22,313.83,105.48,3.09,0.3581,2460305.93,1.01e+03,Y
"669555 (2012 YQ1)",Y,,,2460600.5,0.5627,1.998,5.15,120.01,42.26,50.22,3.12,0.349,2460456.61,1.03e+03,Y
"671294 (2014 JO25)",Y,,,2460600.5,0.8867,2.066,25.16,30.28,49.91,201.55,3.90,0.3319,2461077.89,1.08e+03,Y
"671970 (2014 QO296)",Y,,,2460600.5,0.4701,1.835,10.94,193.51,30.72,59.12,2.70,0.3964,2460451.37,908,Y
"672457 (2014 UR116)",Y,,,2460600.5,0.7278,2.07,6.57,5.81,286.96,142.70,3.58,0.3309,2460169.27,1.09e+03,Y
"672745 (2014 WV363)",Y,,,2460600.5,0.5158,1.846,5.53,77.95,210.03,18.13,2.80,0.393,2460554.36,916,Y
"673011 (2015 AR45)",Y,,,2460600.5,0.7013,1.385,9.23,114.35,239.63,38.07,2.36,0.6044,2460537.52,596,Y
"674590 (2015 RH2)",Y,,,2460600.5,0.2666,1.218,5.36,332.38,115.37,210.05,1.54,0.7333,2460804.99,491,Y
"675603 (2015 XE352)",Y,,,2460600.5,0.3891,1.335,2.05,45.18,225.54,45.42,1.85,0.6388,2460529.39,564,Y
"678413 (2017 SV20)",Y,,,2460600.5,0.3054,1.303,22.73,110.86,119.66,52.25,1.70,0.6625,2460521.63,543,Y
"678715 (2017 VV14)",Y,,,2460600.5,0.8450,2.24,15.89,77.93,234.76,48.24,4.13,0.294,2460436.40,1.22e+03,Y
"678927 (2018 BP)",Y,,,2460600.5,0.3977,1.557,3.33,183.28,216.51,197.14,2.18,0.5075,2460921.44,709,Y
"678976 (2018 EH4)",Y,,,2460600.5,0.6126,2.06,6.19,2.83,75.23,104.41,3.32,0.3333,2460287.25,1.08e+03,Y
"679440 (2019 GT2)",Y,,,2460600.5,0.5108,1.84,6.74,88.38,343.89,158.02,2.78,0.395,2460200.48,911,Y
"679655 (2020 BS12)",Y,,,2460600.5,0.7457,1.49,4.63,311.97,90.29,241.41,2.60,0.5418,2460819.38,664,Y
"679656 (2020 BP13)",Y,,,2460600.5,0.3525,1.568,8.14,208.99,357.32,93.49,2.12,0.5021,2460414.32,717,Y
"679786 (2020 QG3)",Y,,,2460600.5,0.5654,2.089,7.43,186.56,229.76,113.31,3.27,0.3265,2460253.43,1.1e+03,Y
"679814 (2020 TH5)",Y,,,2460600.5,0.3985,1.425,4.60,175.77,326.46,54.43,1.99,0.5795,2460506.58,621,Y
"679885 (2021 NQ5)",Y,,,2460600.5,0.4937,1.611,1.42,115.35,299.07,166.37,2.41,0.4818,2460255.21,747,Y
